"Data Source","World Development Indicators",

"Last Updated Date","2025-12-04",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Hong Kong SAR, China","HKG","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40684.9123416326","41456.193655528","40785.0972885187","40477.9284223077","42819.2441281593","41628.4762050657","41702.2737549496","43438.5661288328","44249.2569970564","44677.0699859781","45902.6195121944","47420.8269713739","49248.4480959741","52201.3947015454","56021.4108559786","57524.7004152875","54775.5907212493","56363.9828267307","58651.2520787952","57895.3089147605","59980.9621243345","61142.3812404942","62900.5487158963","64518.4028523701","67682.0044547505","69519.0556607169","67818.4321701933","64125.1781194286","70450.3381456266","67925.2231083942","68983.8987323102","72526.429500325",
"Honduras","HND","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3855.37253960148","3825.35918115896","3797.99298821569","4195.54983780664","4359.64404290256","4513.44946506837","4310.87776731608","4410.46370656146","4560.51333735182","4524.16920179901","4699.32830629891","4650.90532070862","4626.18887452909","4613.7076295257","4673.77931100158","4809.3059881877","4944.05913822407","5166.33015482163","5104.62195439118","5062.92864528106","5031.81178784296","5142.72107064389","5093.9787974583","4974.79050414481","5084.95280082727","5459.87236945707","5580.30360538785","5809.80928417611","5659.84804600578","5690.70484341579","5297.1303174035","5679.99817189819","5781.6465718714","5932.70540952237","6183.32922665544",
"Heavily indebted poor countries (HIPC)","HPC","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2086.87461138431","2118.2781866794","2179.57187979461","2200.0614854121","2307.0834948773","2373.05925153857","2462.63111398136","2544.93166224556","2660.41596887355","2705.98113192828","2774.92449140559","2856.59321537601","2933.6107415028","2959.79830619276","2940.33053139696","2988.09593104932","3041.9722520555","3132.99448692082","3268.68567646282",
"Croatia","HRV","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16569.2624665238","17821.9212498197","19100.00411456","19875.6729629404","19237.771056174","19963.402148731","21316.3970011286","22732.9005285959","23849.8582327575","25497.2098280782","26422.3550740677","27840.2297824455","29493.8256872654","29999.1245404379","27977.3421091242","27755.0738905561","27995.9437542435","27350.5050429667","27834.9803407481","28087.1808363245","29502.5195243888","30548.9834620154","32615.5655097923","33864.2809444424","35684.5493296936","33395.7682666047","36754.951994059","38506.5949856842","40831.1076383497","43091.2323856226",
"Haiti","HTI","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3304.67429747396","3347.4721112451","3147.92065072787","2800.10419964606","2559.09253520648","2824.42568032822","2986.61312107277","3047.93126033144","3031.37862757412","3211.17276090839","3320.81688635836","3201.24744674727","3181.11814733365","3053.08470790906","3027.28214847164","2985.26086516962","3094.03833144275","3106.7017480091","3167.15579016969","3391.52889639972","3087.43086356763","3097.87362597498","3080.37467288466","3257.84764704741","3225.18723030363","3318.15250410104","3462.85838602326","3548.97844725952","3494.07476690189","3458.60984465529","3218.07020428586","3138.46572259237","3124.04418955187","3100.91295282449","2985.3943136635",
"Hungary","HUN","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20631.8465181225","21450.2401579878","22499.8517703965","23912.9215065529","24954.4525430487","26137.3398073497","26984.6138831601","27830.6396569345","27639.4375930821","28078.4404570908","26980.2397745722","27239.4953964888","27528.8167288392","27262.2526645066","28393.7591744297","29369.8983313327","30562.3497885115","32236.292498326","33025.1374259453","34708.120793706","37084.7170964695","36217.0590847955","37727.2719258011","37713.2047870948","39108.9254267516","",
"IBRD only","IBD","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8661.71609536132","9114.03551653836","9410.79829401711","9701.83627465597","10068.1413676974","10472.8187150514","10931.9385904988","11373.1209173155","11745.9580339788","12128.9748737442","11872.1663243282","12410.73655944","13026.1344803038","13318.2428175867","13851.4910785419",
"IDA only","IDX","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1814.19372025512","1828.61889525866","1836.03657516826","1855.6445917557","1794.49028054302","1862.66795290645","1889.22868335537","1943.06697453685","2010.92502147737","2049.2415567292","2082.85826911998","2117.22128760349","2178.33421612541","2240.2216136427","2323.43948060181","2418.71976992682","2522.79794184648","2623.86660807304","2691.68970807668","2777.39060823548","2875.32447197929","2992.55829678579","3114.02415586447","3242.51467448944","3349.68972691745","3475.31542872829","3608.48211114402","3750.27731230702","3899.74247499486","3998.02043827036","3986.46396222191","4075.76987698163","4176.58450324579","4292.35100840444","4445.90231086359",
"Isle of Man","IMN","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2192.3893077856","2180.58803669048","2259.28799570169","2347.53470982387","2469.73633668924","2592.19140735071","2708.58888245187","2806.20568918326","2939.23493017347","3106.38804083872","3143.62594170436","3237.38167698611","3272.76368828188","3495.32684411128","3652.49771483546","3880.40939585544","4125.78373563815","4389.04447421116","4495.41875674372","4773.45066494813","5108.18269320871","5291.76570847008","5467.8239864563","5687.58386690965","6019.47685228462","6454.49285591733","6931.29308998535","7405.77430743131","7712.99843345658","8065.39510272572","7551.83030878245","7955.24698385282","8376.56665843867","9439.68948969959","9744.07793295972",
"Not classified","INX","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32325.9819266032","34353.4514499289","37136.2755483684","40150.8038491742","42569.2931932246","46264.763731631","47534.0523196174","48560.5557788908","50373.1053231042","51212.0321854749","53492.3877798034","55170.9526178018","55327.7699999857","51811.1702470147","47335.6842119656","47813.155560697","47537.2227307462","47271.7841500118","50176.1527080703","54045.2935757478","65688.1778630969","68226.5321169744","71153.2705096085","72180.2133649344","74578.2018999324","75846.2094512329","83553.0855401658","85063.3774055723","85924.0824714224","",
"Iran, Islamic Rep.","IRN","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9418.46379879877","9865.4953798292","9914.49724653341","12327.5707373187","12132.0552797839","11692.047578536","12193.5379659963","11713.6861736526","10647.0264291857","12196.8734375594","12459.4662606747","12765.9124529178","14608.3207494383","15473.7795042735","16209.7453165502","17426.1636951541","18041.7605496616","19843.7690962734","19557.8891843919","18819.1500379896","20161.0668457315","20701.0882322513","17602.9614541025","16651.7628012336","16564.0428163165","14686.6484569282","15792.6327574348","15990.4239436458","14905.2177993095","13537.1482750067","13715.5169582234","14946.9450452694","15276.0822718724","15066.2931691639","",
"Iraq","IRQ","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11827.0590669022","13962.3097649611","10916.9510486563","12323.1876818866","14470.4419049708","15349.5531565017","15204.4549416926","13947.3258124744","9624.38431483013","10766.3296358715","11447.6219340315","12836.4173271835","12974.4749181206","9300.35468854718","12606.4226495147","15601.3118990756","12690.8591669014","12194.7249857393",
"Iceland","ISL","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61705.3991597158","","","",
"Israel","ISR","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23550.8725204781","24522.3727949576","25491.2580317099","25891.0927828995","27022.253719992","27978.0405259352","29123.1322782154","29650.2094479648","30418.4362770589","30601.9650674839","31494.877979857","31562.0897334333","30958.913984354","30558.2638507628","31255.5777795826","32473.0801262025","33736.4044285981","35072.383575719","34652.6599791375","34905.5327094252","36044.3908030139","37088.9238281598","37203.8506661518","38285.1654705377","39513.2600081577","40303.2025259679","41556.1550415568","42605.5269378431","43288.7073213241","44300.6681121216","42652.7283373039","45798.5229535551","48036.9213526478","46720.540000307","46968.0465951218",
"Italy","ITA","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45144.9104001196","45995.9123821296","47143.0174154093","48244.5525207464","49205.932629515","50326.7714865577","51518.4375156547","51678.4911564944","51506.4215997846","51907.0337853403","51833.1342445572","52295.3977504936","52721.4024069584","50942.6397968178","49015.5809524149","48946.4914582838","48751.6652389137","46980.2861035139","46204.2083529988","46603.6985583165","47038.6992597319","48518.5813227406","49281.261794275","49754.8579269735","50267.2941809332","46658.3590176581","50378.02714267","51198.5756235484","52173.0911756229","52778.0351591653",
"Jamaica","JAM","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9303.65390063523","","","",
"Jordan","JOR","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9136.54209984611","","","",
"Japan","JPN","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39232.1266545593","40154.0342349751","41307.1133657868","41502.82708216","40980.9539873687","40703.9626780632","41616.5718138502","41734.4525743177","41594.8852019984","42058.8427350819","42897.1069958675","43464.9075826502","43820.2986559511","44344.6008440454","42917.6910672212","41052.2102081885","42459.7187441061","42145.5731197961","42649.7544254735","43676.8227022948","43901.8930953576","45410.8322324183","45974.3885625071","46607.2102630494","46668.5829438841","46653.0605950083","45134.5382662425","46472.2651065561","46515.2004881863","47902.5061712578","",
"Kazakhstan","KAZ","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11838.9377542959","10839.9992067206","9170.88487890242","8563.91379608658","9049.94099341488","9250.26455306799","9939.46396318092","11060.9435869772","11740.4150042105","12151.9617427676","12761.0973468967","14416.4665910435","16170.7978544752","18259.9583263874","20013.3046384667","21995.5853982859","19632.0667395452","21930.4858314338","24925.7407787932","25904.7191085254","27642.4377247365","28956.8190206923","27265.8813835054","26003.9485898718","27162.7145603431","28419.6678546851","29103.2512362541","28051.4254038518","28902.8491264316","32415.7236401817","32268.45091455","",
"Kenya","KEN","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3523.69328893854","3567.76134129967","3468.91730665991","3422.02598306962","3462.64412684525","3384.18016725097","3463.79340035374","3462.15854742277","3548.15512333462","3525.93440910954","3338.25745100827","3451.31553760462","3409.60988992955","3338.99345747292","3399.50736048634","3510.71332398415","3679.04465226425","3768.11111008613","3679.34881986946","3402.69259365928","3528.74624221264","3573.07451642775","3698.90641153102","3726.8909475612","3873.38400070309","4101.34318249404","4596.5098628928","4655.682099005","4845.16104506105","5026.86382479111","4993.7179222429","5264.44108569531","5370.97785596677","5538.84975378192","5695.37403184006",
"Kyrgyz Republic","KGZ","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3924.79269905021","4025.95268722182","4192.20021564862","4271.51568819954","4504.67243843721","4603.99225368106","4854.16633313598","5118.36301089356","5321.57121244096","5373.37900144086","5235.26605307239","5350.54443481341","6295.11629203318","7103.52164666224","",
"Cambodia","KHM","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1426.83587462","1382.00354951022","1395.54302416601","1373.20845098741","1501.40417997087","1643.39579646922","1747.87001818739","1818.14268245974","1987.99675765284","2143.9188630615","2344.94008345287","2562.86097859654","2807.30979636389","3209.88977092237","3138.08626152824","3274.68685457559","3499.48038120973","3671.6157734748","3879.77794047442","4185.40380219099","4458.28648626753","4746.37477281741","5100.09970202655","5543.29596609662","5982.71981066441","6014.61897244396","5973.4221548824","6196.88154895364","6500.10505554221","6569.15510740374",
"Kiribati","KIR","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3124.25978304637","3241.3456126506","3084.43909269521","2739.53668212799","2955.17793367683","2862.04424637281","3226.78799148446","3687.76821151799","4198.61810901637","5058.52393508513","4621.15211250948","5022.64816363526","4993.23575577898","5572.26376349011","4865.81909279748","4730.78905004494","4732.69346415504","","",
"St. Kitts and Nevis","KNA","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26038.3038799962","","","",
"Korea, Rep.","KOR","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15962.8663507083","17531.3368691261","18413.5830004014","19542.559029211","21162.4663577418","22786.9284023185","24072.3127393614","24813.1584089435","22744.2918703507","25002.5689357742","26399.0296760332","27235.5774409171","29415.8473004169","30045.2499908275","31212.7473865094","31901.7770539624","32999.1870089625","34700.1792605215","34568.7248475405","35243.4408075778","37595.8943940245","37915.2020340986","38820.0417941226","40129.5329179595","41270.6668180593","43646.3630970811","45392.5891176705","46755.9194578414","47289.0199954302","47290.1436038161","47251.6764921876","48964.6264908185","48718.4189004181","49571.0547938155","",
"Kuwait","KWT","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76390.6370426293","87957.1861006334","93078.3570090046","86941.2229457125","77722.5022849563","54766.8206998768","49567.5048730632","53521.4278596123","57171.7151285392","56849.2002583465","45025.7811424722","58893.1976867929","68185.8846194613","","",
"Latin America & Caribbean (excluding high income)","LAC","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11530.9070668609","11764.4292451112","11927.3742778989","12288.1683050977","12728.3642209003","12556.4636565579","12842.5497607024","13377.9892087913","13478.5010501076","13261.1857210244","13570.4515918575","13296.0826474869","13298.4973793223","13499.7655414902","13956.9690498617","14266.936685157","15054.7333685615","15743.308630438","16255.2132723641","15589.9448450384","16538.0126449679","17247.4005441083","17412.7531269942","17741.1240859063","17717.4663581901","17425.4713918062","17184.8490499009","17510.5303658162","17483.8290034543","17403.4623714516","16211.2325714688","17312.0170724455","17792.6990282719","18423.372243375","18594.0323692009",
"Lao PDR","LAO","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7620.24843935199","","","",
"Lebanon","LBN","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5295.50423535243","6513.27906122263","9117.92945332177","10512.7947696681","11586.4506030296","12145.8131041745","13118.6337195594","12955.2481900894","13464.6338075567","13176.779568136","12906.6414050429","13239.1754400126","12887.2998352835","11361.0710403471","13505.865991421","13607.7153484264","13646.7199264592","14679.5289023539","15180.5974101205","17502.243420977","18154.5537336886","17220.6767699864","17772.6573846558","16946.3467334812","15842.8922596247","16777.8742680223","17987.8462917185","18794.0636320554","18768.1650469939","18209.1335290838","14000.7813558575","10650.6595402764","9913.85038453016","10327.5677287268","",
"Liberia","LBR","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1443.67262728265","","","",
"Libya","LBY","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22237.0102518095","12546.3782571059","24313.9786648878","19686.8565979294","14598.4570107209","12993.205967443","12018.5634813753","12186.0961652813","12715.586963446","10218.8468423079","10148.3822559527","12411.5853501835","13885.459906046","11790.9516636317","12256.0844066476",
"St. Lucia","LCA","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18450.5420353486","","","",
"Latin America & Caribbean","LCN","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11576.4386198722","11820.3343714096","12017.8906594714","12385.7532876891","12834.8492898212","12713.4941860752","12996.137996579","13543.1434842043","13654.6672662478","13438.1895786682","13745.3642539458","13483.6971853573","13491.2941325481","13702.1809331925","14183.7086992373","14533.2803325717","15361.1441003924","16081.8887105041","16560.3228257315","15943.7057786829","16931.6627820185","17653.6478370542","17870.6190323235","18227.1804392905","18214.5107505136","17983.7906442106","17790.0372186743","18143.3358777287","18164.5019617055","18126.8241127763","16884.6227949876","18108.4483251813","18604.6101497382","19268.4542506208","19476.8621547401",
"Least developed countries: UN classification","LDC","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1683.63204459905","1681.65957301992","1683.08293839354","1664.92307492239","1713.78187549642","1760.73559473563","1812.27372451167","1859.1309812934","1894.77984454385","1922.47863150896","1965.74727005697","2022.57486062595","2069.59368635506","2173.08210086773","2296.08443829355","2440.86739732078","2530.88757723977","2596.38218595016","2575.38052516751","2741.25087287077","2870.48300005472","2980.8781738633","3059.45192983673","3136.92671031992","3190.79550723224","3319.95067877596","3422.32795111162","3578.75025392533","3713.15005920197","3664.90134706076","3807.35347805194","3899.45519869172","4020.95307009693","4137.51299341519",
"Low income","LIC","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4170.97475609264","4228.07609327095","4425.87271835751","4656.79152253561","4709.34495223448","4920.95429004172","5060.07850040262","5378.00069612365","5692.48292147957","5754.53352876478","5783.27710273741","5774.92744839801","6019.77685833167","6522.30509147155","6676.69920860222","6956.13955860916","7341.25771259794","7788.61996057352","7926.60008820131","8852.84256315028","","","","","","13171.7690527763","13772.1400803974","14498.5325629583","14594.2688414556","14414.373048623","13782.2024622036","13994.6227893158","12617.5690728394","12406.9501062235","13379.2997442946",
"Lower middle income","LMC","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2874.70209392425","2900.93611418918","2997.52917475607","3055.09585571731","3145.82804673058","3258.48735890641","3377.9641686039","3472.44244488357","3619.3022308804","3768.26978534828","3831.40688401471","3925.20286720637","3965.84713711068","4146.31259238894","4328.96901065442","4578.32472322264","4837.48322014033","5067.103846718","5194.20348032545","5370.346572372","5678.14411342237","5846.16927118769","6024.36932344558","6239.57204635925","6516.55501769071","6842.97129382406","7238.0737424762","7602.76296198875","7904.45453790123","8204.1664280741","7799.94248524411","8097.06776962011","8456.07245586462","9155.12713961056","9424.33023139681",
"Low & middle income","LMY","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2920.52415250975","3062.26754745511","2791.83795357445","2916.10934295237","2939.13562229034","2910.6226838166","2955.86813523366","3048.04769240205","3230.43150572146","3227.57610625436","2975.17985117199","3167.63089050118","3153.70463318024","2974.13240388939","2968.25163235752","3037.90433602356","3044.23213592819","",
"Late-demographic dividend","LTE","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10780.6115230325","11834.7950706853","13153.5781703652","14147.3263969357","14271.4320361923","15193.7295232602","16372.3010557268","17740.3145095119","19500.4886100378","21872.8096975424","24226.0296058615","25901.9207217571","28804.6878862771","30671.199757352","27293.4812145005","27255.7906953072","28753.0126450995","30148.7291915333","31888.7020856757","33896.2550613318","34986.0737141129","36777.3924098407","38922.2468891648","40954.7368088697","43217.0170040038","43744.4974636124","44335.3184030279","41853.8792158661","43616.2619023607","",
"Luxembourg","LUX","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66862.8173678395","71217.3013415215","70429.1242013324","72782.9315433251","72566.877361872","74979.4329739002","76183.2545506956","79378.3780110463","78805.4129736196","84447.0645740282","86465.0790305448","86985.1577045709","83525.8180555408","80869.5642761165","93075.5865806698","95769.6210161397","91273.1289437073","102551.752972875","95917.4261788541","74607.8504297122","83379.0909095555","84675.6421792632","93884.5242454489","89115.0018492056","91898.7540409307","81728.0139192897","84833.5728897714","90580.0039191559","90495.5183688052","86258.6959833521","86955.661712874","92640.933491288","85215.7084583718","88753.0782296769","",
"Latvia","LVA","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10125.5707210792","10429.4673416851","11139.4320847447","12224.5265673552","12668.5984830388","13359.6168347541","14565.3926725688","15676.3193088488","17098.7377069152","18626.774910913","21137.4078112884","23685.0001360013","27191.2778404704","26917.2481708567","24977.1333946787","23130.2520475755","24391.5436185873","25838.8224932512","26902.6932540796","27684.8038620242","28893.913296455","30592.9446783045","31955.7536863103","33514.8884739769","34715.3414154656","34635.7362989489","36222.6807279013","36159.0500971051","37768.6122626232","",
"Macao SAR, China","MAC","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58698.5248863224","64671.8284995272","78220.7179985971","78741.0514182004","80641.134497756","96744.5918396643","87075.7995294948","95667.9359479573","119303.747523007","138261.446087935","144941.146239673","153809.046120185","144416.88592361","115653.547701852","113747.709064147","123296.66992284","128713.410728026","123953.229579574","73578.2031180909","73966.7016959865","71124.2232535884","106928.589931331","",
"St. Martin (French part)","MAF","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4137.45654296875","4385.234375","4290.25390625","4109.935546875","4383.73046875","4266.60546875","4714.39013671875","4632.33251953125","4921.61279296875","4938.88330078125","4903.38720703125","5177.6064453125","5352.5166015625","5682.24365234375","5837.189453125","5905.46533203125","6219.4326171875","6378.8916015625","6712.17236328125","6825.7255859375","6917.61767578125","7060.78466796875","7091.02587890625","7347.16162109375","7506.8369140625","8003.146484375","8067.048828125","8269.1904296875","8421.6298828125","8632.2421875","8054.43603515625","8504.3359375","8194.93359375","8631.029296875","8955.1123046875",
"Monaco","MCO","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5947.70358555217","6091.42401738796","5434.07380754974","5610.9023497148","5520.13163151812","6134.52125254595","6803.12153414647","7243.70247021172","7982.27385567667","8289.70381034564","8397.68639806021","8453.03177283975","8986.06190965813","8508.66034494621","9693.5398166295","10327.1257968882","10613.0149291761","11545.5256091488","12097.3187932188","11972.2624920095","12607.65721005","13501.2860965126","14141.3293401579","15041.7465481616","14112.5102622963","15987.3307209523","15508.5909679492","16217.0108981736","17329.513294551",
